po,partNo,traveler,pot,description,box,quantity,invDate,ps,notes
193407,L0668498AA02,714263,929,285/391 TB2 S/P,36,144000,2026-08-26 18:00:00,30037,ngày ƯỚC TÍNH (theo số PS)
193398,06509967AA,716991,KIB,290 BF105 S/P BOLTS,29,23925,2026-08-26 18:00:00,30037,ngày ƯỚC TÍNH (theo số PS)
193480,22800396-IN-PN,716954,274,11/252 TB4 S/P,24,#N/A,2026-08-26 18:00:00,30037,ngày ƯỚC TÍNH (theo số PS)
193480,82253,716244,940,157/297 TB1 S/P,28,37800,2026-08-26 18:00:00,30037,ngày ƯỚC TÍNH (theo số PS)
193443,06502979-A,716012,473,292/4 BF116 S/P,23,17250,2026-08-26 18:00:00,30037,ngày ƯỚC TÍNH (theo số PS)
193398,11546367-MY-AK,716370,21,290 BF121 S/P,36,25200,2026-08-26 18:00:00,30037,ngày ƯỚC TÍNH (theo số PS)
193470,11546367-MY-AK,717041,619,290 BF107 S/P,36,25200,2026-08-26 18:00:00,30037,ngày ƯỚC TÍNH (theo số PS)
193407,06101968-A,716863,648,275 BF103 S/P,32,70400,2026-08-26 18:00:00,30037,ngày ƯỚC TÍNH (theo số PS)
193480,22800396-IN-PN,716438,1611,11/252 TB4 S/P CERTS,24,31200,2026-08-26 18:00:00,30037,ngày ƯỚC TÍNH (theo số PS)
193443,F1302AB,714574,269,252 TB4 S/P BOLTS,36,25200,2026-08-26 18:00:00,30037,ngày ƯỚC TÍNH (theo số PS)
193371,11546462,717081,171,275 BF108 S/P,36,23400,2026-08-26 18:00:00,30037,ngày ƯỚC TÍNH (theo số PS)
193378,06502979-A,716546,1557,4/292 BF116 S/P,24,18000,2026-08-26 18:00:00,30037,ngày ƯỚC TÍNH (theo số PS)
193339,11548414,717053,1366,290 BF109 S/P,36,17460,2026-08-26 18:00:00,30037,ngày ƯỚC TÍNH (theo số PS)
193443,N620483-S2,716238,1682,11 TB5 S/P,36,21600,2026-08-26 18:00:00,30037,ngày ƯỚC TÍNH (theo số PS)
193443,94012078,717472,211,190/268 TB3 S/P BOLTS,23,2300,2026-08-26 18:00:00,30037,ngày ƯỚC TÍNH (theo số PS)
193371,11546365-MY-AK,715967,57,292 MC024 S/P,43,81700,2026-08-26 18:00:00,30037,ngày ƯỚC TÍNH (theo số PS)
193398,11547369-BR-HA,716038,291,285/391 TB2 S/P,41,10250,2026-08-26 18:00:00,30037,ngày ƯỚC TÍNH (theo số PS)
193407,W520217-S440,715985,782,190/268 TB3 S/P BOLTS,36,4860,2026-08-26 18:00:00,30037,ngày ƯỚC TÍNH (theo số PS)
193497,11546377-PH-RO,717695,1056,285/391 TB2 S/P,36,77400,2026-08-26 18:00:00,30037,ngày ƯỚC TÍNH (theo số PS)
193470,11549171-MY-AK,716641,1443,290 BF109 S/P,36,10080,2026-08-26 18:00:00,30037,ngày ƯỚC TÍNH (theo số PS)
193443,61273,716242,833,285/391 S/P BOLTS,24,7200,2026-08-26 18:00:00,30037,ngày ƯỚC TÍNH (theo số PS)
193398,11546367-MY-AK,716383,1343,4 MC110 S/P CERTS,36,25200,2026-08-26 18:00:00,30037,ngày ƯỚC TÍNH (theo số PS)
193443,92468,716446,981,285/391 S/P BOLTS,29,29000,2026-08-26 18:00:00,30037,ngày ƯỚC TÍNH (theo số PS)
193443,F1302AB,714578,1572,157 TB1 S/P BOLTS,32,22400,2026-08-26 18:00:00,30037,ngày ƯỚC TÍNH (theo số PS)
193497,11546377-PH-RO,717629,73,190/268 TB3 S/P,35,75250,2026-08-26 18:00:00,30037,ngày ƯỚC TÍNH (theo số PS)
193262,11610091,716447,902,292 MC26 S/P,27,67500,2026-08-26 18:00:00,30037,ngày ƯỚC TÍNH (theo số PS)
193407,06101968-A,716860,949,292 MC19 S/P,35,77000,2026-08-26 18:00:00,30037,ngày ƯỚC TÍNH (theo số PS)
193371,11546463,717059,39,190/268 TB3 S/P,38,17100,2026-08-26 18:00:00,30037,ngày ƯỚC TÍNH (theo số PS)
193143,W520113-S440,714527,44,11/293 TB5 S/P,35,36750,2026-08-26 18:00:00,30037,ngày ƯỚC TÍNH (theo số PS)
193267,11546774,713584,1045,290 MC78 S/P,12,5400,2026-08-26 18:00:00,30037,ngày ƯỚC TÍNH (theo số PS)
193371,11546463,717060,562,11/293 TB5 S/P,17,7650,2026-08-26 18:00:00,30037,ngày ƯỚC TÍNH (theo số PS)
193322,11546367-MY-AK,716376,637,290 BF110 S/P,36,25200,2026-08-26 18:00:00,30037,ngày ƯỚC TÍNH (theo số PS)
193262,11610091,716453,509,292 BF116 S/P,29,72500,2026-08-26 18:00:00,30037,ngày ƯỚC TÍNH (theo số PS)
193267,11546774-MY-AK,714657,652,157/245 TB1 S/P,36,16200,2026-08-26 18:00:00,30037,ngày ƯỚC TÍNH (theo số PS)
193322,11546367-MY-AK,716375,1595,290 BF110 S/P,36,25200,2026-08-26 18:00:00,30037,ngày ƯỚC TÍNH (theo số PS)
193322,11546449-TH-TC,717141,63,190/268 TB3 S/P,36,90000,2026-08-26 18:00:00,30037,ngày ƯỚC TÍNH (theo số PS)
193205,11546449,716515,1503,280 BF123 S/P,36,90000,2026-08-26 18:00:00,30037,ngày ƯỚC TÍNH (theo số PS)
193371,11546366-MY-AK,715951,1428,290 BF110 S/P,36,36000,2026-08-26 18:00:00,30037,ngày ƯỚC TÍNH (theo số PS)
193371,11546365-MY-AK,715968,1696,290 BF124 S/P,23,43700,2026-08-26 18:00:00,30037,ngày ƯỚC TÍNH (theo số PS)
193497,11546377-PH-RO,717636,1714,190/268 tb3 S/P,29,62350,2026-08-27 18:00:00,30039,ngày ƯỚC TÍNH (theo số PS)
193480,06100050-A,717268,1812,275 BF108 S/P,36,54000,2026-08-27 18:00:00,30039,ngày ƯỚC TÍNH (theo số PS)
193470,11549171-MY-AK,716642,1587,290 BF109 S/P,36,10080,2026-08-27 18:00:00,30039,ngày ƯỚC TÍNH (theo số PS)
193378,06102398AA,716535,222,4/292 BF113 S/P,27,129600,2026-08-27 18:00:00,30039,ngày ƯỚC TÍNH (theo số PS)
190436,11612078-B,705986,134,4 MC074 S/P IN VCI (CERTS),20,37000,2026-08-27 18:00:00,30039,ngày ƯỚC TÍNH (theo số PS)
193480,40179994,716025,625,190/268 tb3 S/P,21,3570,2026-08-27 18:00:00,30039,ngày ƯỚC TÍNH (theo số PS)
193143,11546377,716614,1764,190/268 tb3 S/P,35,75250,2026-08-27 18:00:00,30039,ngày ƯỚC TÍNH (theo số PS)
193497,11546377-PH-RO,717698,1411,285/391 TB2 S/P CERT,29,62350,2026-08-27 18:00:00,30039,ngày ƯỚC TÍNH (theo số PS)
192845,11549168-CA-IN,710690,615,272 MC26 S/P CERT,52,52000,2026-08-27 18:00:00,30039,ngày ƯỚC TÍNH (theo số PS)
193263,11549168-CA-IN,710832,1564,272 MC26 S/P CERT,56,56000,2026-08-27 18:00:00,30039,ngày ƯỚC TÍNH (theo số PS)
193480,40179994,716024,1383,11/252 TB4 S/P,38,6460,2026-08-27 18:00:00,30039,ngày ƯỚC TÍNH (theo số PS)
193480,82253,716744,186,190/268 TB3 S/P,35,47250,2026-08-27 18:00:00,30039,ngày ƯỚC TÍNH (theo số PS)
193480,82253,716743,1526,285/391 TB2 S/P,36,48600,2026-08-27 18:00:00,30039,ngày ƯỚC TÍNH (theo số PS)
193398,11546448,716857,519,280 BF123 S/P,22,72600,2026-08-27 18:00:00,30039,ngày ƯỚC TÍNH (theo số PS)
193143,11546377,716615,1805,292 MC024 S/P,34,73100,2026-08-27 18:00:00,30039,ngày ƯỚC TÍNH (theo số PS)
193443,11602292,716435,693,285/391 TB2 S/P,10,10000,2026-08-27 18:00:00,30039,ngày ƯỚC TÍNH (theo số PS)
193443,94012078,717473,543,190/268 TB3 S/P BOLTS,25,2500,2026-08-27 18:00:00,30039,ngày ƯỚC TÍNH (theo số PS)
193371,11546366-MY-AK,715948,525,290 BF110 S/P,36,36000,2026-08-27 18:00:00,30039,ngày ƯỚC TÍNH (theo số PS)
193229,11546703,713856,346,11/272 TB4 S/P BOLTS,31,124000,2026-08-27 18:00:00,30039,ngày ƯỚC TÍNH (theo số PS)
193336,11588293,717553,KIB,190/268 TB3 S/P BOLTS,36,41400,2026-08-27 18:00:00,30039,ngày ƯỚC TÍNH (theo số PS)
193322,11546378-MY-AK,715963,1033,290 BF107 S/P,36,45000,2026-08-27 18:00:00,30039,ngày ƯỚC TÍNH (theo số PS)
193295,94012039,716087,1048,292 BF113 S/P,24,48000,2026-08-27 18:00:00,30039,ngày ƯỚC TÍNH (theo số PS)
193398,11546367-MY-AK,716380,677,290 BF107 S/P,36,25200,2026-08-27 18:00:00,30039,ngày ƯỚC TÍNH (theo số PS)
193322,11546449-TH-TC,717143,922,157/245 TB1 S/P,34,85000,2026-08-27 18:00:00,30039,ngày ƯỚC TÍNH (theo số PS)
193336,11588293,717557,KIB,285/391 TB1 S/P BOLTS,35,40250,2026-08-27 18:00:00,30039,ngày ƯỚC TÍNH (theo số PS)
193322,11546449,716871,1819,280 BF123 S/P,26,65000,2026-08-27 18:00:00,30039,ngày ƯỚC TÍNH (theo số PS)
193339,06104388AA,716804,798,11/293 TB5 S/P BOLTS,36,23760,2026-08-27 18:00:00,30039,ngày ƯỚC TÍNH (theo số PS)
193339,06104388AA,716799,48,285/391 TB2 S/P BOLTS,36,23760,2026-08-27 18:00:00,30039,ngày ƯỚC TÍNH (theo số PS)
193398,06101831-A,716892,750,290 BF110 S/P,36,36000,2026-08-27 18:00:00,30039,ngày ƯỚC TÍNH (theo số PS)
193443,06502979-A,716013,1114,292 BF116 S/P,32,24000,2026-08-27 18:00:00,30039,ngày ƯỚC TÍNH (theo số PS)
193480,W719080-S450,716443,941,285/391 TB2 S/P,24,25200,2026-08-27 18:00:00,30039,ngày ƯỚC TÍNH (theo số PS)
193480,06511637AA,716899,873,275 BF112 S/P,36,43200,2026-08-27 18:00:00,30039,ngày ƯỚC TÍNH (theo số PS)
193480,7151143403,716905,1305,292 BF113 S/P,34,59500,2026-08-27 18:00:00,30039,ngày ƯỚC TÍNH (theo số PS)
192933,11612078-B,708877,1668,004 MC74 S/P IN VCI BAGS,34,62900,2026-08-27 18:00:00,30040,ngày ƯỚC TÍNH (theo số PS)
193263,11549168-CA-IN,710831,822,292 MC026 S/P CERTS,28,28000,2026-08-27 18:00:00,30040,ngày ƯỚC TÍNH (theo số PS)
193371,06101831-A,716886,1017,290 BF110 S/P,16,16000,2026-08-27 18:00:00,30040,ngày ƯỚC TÍNH (theo số PS)
193371,06101831-A,716888,1314,290 BF110S/P,14,14000,2026-08-27 18:00:00,30040,ngày ƯỚC TÍNH (theo số PS)
193378,4200818SHJ5A00Z,714600,1688,157/297 TB1 S/P CERTS X3,36,36000,2026-08-27 18:00:00,30040,ngày ƯỚC TÍNH (theo số PS)
193378,4200818SHJ5A00Z,714599,639,252/294 TB4 S/P CERTS X3,48,48000,2026-08-27 18:00:00,30040,ngày ƯỚC TÍNH (theo số PS)
193398,11546367-MY-AK,716372,231,290 MC78 S/P,36,25200,2026-08-27 18:00:00,30040,ngày ƯỚC TÍNH (theo số PS)
193398,11546367-MY-AK,716379,640,280 BF121 S/P,36,25200,2026-08-27 18:00:00,30040,ngày ƯỚC TÍNH (theo số PS)
193398,11546448,716856,148,280 BF124 S/P,28,92400,2026-08-27 18:00:00,30040,ngày ƯỚC TÍNH (theo số PS)
193398,06101831-A,716895,1823,290 BF110 S/P,40,40000,2026-08-27 18:00:00,30040,ngày ƯỚC TÍNH (theo số PS)
193398,06101831-A,716896,106,290 BF109 S/P,36,36000,2026-08-27 18:00:00,30040,ngày ƯỚC TÍNH (theo số PS)
193398,11546448,716854,227,290 BF123 S/P,34,112200,2026-08-27 18:00:00,30040,ngày ƯỚC TÍNH (theo số PS)
193407,11546456,717073,724,280 BF124 S/P,32,86400,2026-08-27 18:00:00,30040,ngày ƯỚC TÍNH (theo số PS)
193407,06101968-A,716861,1517,275 BF103 S/P,32,70400,2026-08-27 18:00:00,30040,ngày ƯỚC TÍNH (theo số PS)
193407,11546456,717072,1780,280 BF114 S/P,33,89100,2026-08-27 18:00:00,30040,ngày ƯỚC TÍNH (theo số PS)
193407,11546456,717074,1059,280 BF123 S/P,33,89100,2026-08-27 18:00:00,30040,ngày ƯỚC TÍNH (theo số PS)
193407,11546456,717078,716,280 BF114 S/P,36,97200,2026-08-27 18:00:00,30040,ngày ƯỚC TÍNH (theo số PS)
193443,W719080-S450,716444,1089,285/391 TB2 S/P,45,47250,2026-08-27 18:00:00,30040,ngày ƯỚC TÍNH (theo số PS)
193470,11549171-MY-AK,716640,771,290 BF109 S/P,47,13160,2026-08-27 18:00:00,30040,ngày ƯỚC TÍNH (theo số PS)
193470,11546367-MY-AK,717038,15,292 BF116 S/P,36,25200,2026-08-27 18:00:00,30040,ngày ƯỚC TÍNH (theo số PS)
193470,11546367-MY-AK,717032,1035,290 BF107 S/P,36,25200,2026-08-27 18:00:00,30040,ngày ƯỚC TÍNH (theo số PS)
193470,11546367-MY-AK,717035,458,292 BF117 S/P,36,25200,2026-08-27 18:00:00,30040,ngày ƯỚC TÍNH (theo số PS)
193470,11546367-MY-AK,717039,1765,290 BF107 S/P,36,25200,2026-08-27 18:00:00,30040,ngày ƯỚC TÍNH (theo số PS)
193470,11546367-MY-AK,717044,388,290 BF117 S/P,36,25200,2026-08-27 18:00:00,30040,ngày ƯỚC TÍNH (theo số PS)
193470,11549171-MY-AK,716647,1695,285/391 TB2 S/P,35,9800,2026-08-27 18:00:00,30040,ngày ƯỚC TÍNH (theo số PS)
193470,11546367-MY-AK,717042,1680,292 MC110 S/P,48,33600,2026-08-27 18:00:00,30040,ngày ƯỚC TÍNH (theo số PS)
193480,W520101-S437,716234,202,275 MC112 S/P,36,108000,2026-08-27 18:00:00,30040,ngày ƯỚC TÍNH (theo số PS)
193480,82253,716245,1087,285/391 TB2 S/P,28,37800,2026-08-27 18:00:00,30040,ngày ƯỚC TÍNH (theo số PS)
193480,11610128,717046,1802,197 TB5 S/P BOLTS,21,23625,2026-08-27 18:00:00,30040,ngày ƯỚC TÍNH (theo số PS)
193480,11610128,717045,1358,197 TB5 S/P BOLTS,36,40500,2026-08-27 18:00:00,30040,ngày ƯỚC TÍNH (theo số PS)
193480,06511637AA,716898,1584,275 BF112 S/P,33,39600,2026-08-27 18:00:00,30040,ngày ƯỚC TÍNH (theo số PS)
193497,11546377-PH-RO,717631,92,285/391 TB2 S/P,21,45150,2026-08-27 18:00:00,30040,ngày ƯỚC TÍNH (theo số PS)
193497,11546377-PH-RO,717700,542,280 BF118 S/P,18,38700,2026-08-27 18:00:00,30040,ngày ƯỚC TÍNH (theo số PS)
193497,11546377-PH-RO,717699,638,275 BF104 S/P,36,77400,2026-08-27 18:00:00,30040,ngày ƯỚC TÍNH (theo số PS)
193512,F1302AB,716531,1371,190/268 TB3 S/P BOLTS,36,25200,2026-08-27 18:00:00,30040,ngày ƯỚC TÍNH (theo số PS)
193512,11604000,717981,KIB,190/268 TB3 S/P,24,14040,2026-08-27 18:00:00,30040,ngày ƯỚC TÍNH (theo số PS)
193512,11604000,717983,KIB,190/268 TB3 S/P,36,21060,2026-08-27 18:00:00,30040,ngày ƯỚC TÍNH (theo số PS)
193512,11604000,717982,KIB,190/268 TB3 S/P BOLTS,36,21060,2026-08-27 18:00:00,30040,ngày ƯỚC TÍNH (theo số PS)
193512,06514094AA,716903,1308,285/391 TB2 S/P,18,5940,2026-08-27 18:00:00,30040,ngày ƯỚC TÍNH (theo số PS)
193512,F1302AB,716532,1535,190/268 TB3 S/P BOTS,21,14700,2026-08-27 18:00:00,30040,ngày ƯỚC TÍNH (theo số PS)
193322,11546378-MY-AK,715962,1056,290 BF107 S.P,36,45000,2026-08-28 18:00:00,30042,ngày ƯỚC TÍNH (theo số PS)
193336,NU1405-00,717283,1011,292 BF113 S.P IN GAYLORD,1,71095,2026-08-28 18:00:00,30042,ngày ƯỚC TÍNH (theo số PS)
193336,NU1405-00,717282,261,292 BF113 S.P IN GAYLORD,1,75000,2026-08-28 18:00:00,30042,ngày ƯỚC TÍNH (theo số PS)
193336,NU1405-00,717284,457,292 BF113 S.P IN GAYLORD,1,75000,2026-08-28 18:00:00,30042,ngày ƯỚC TÍNH (theo số PS)
193336,NU5210-03,717105,282,280 BF124 S.P IN GAYLORD,1,40520,2026-08-28 18:00:00,30042,ngày ƯỚC TÍNH (theo số PS)
193497,06511834AA,717414,1585,11/252 TB4 S.P,31,3100,2026-08-28 18:00:00,30042,ngày ƯỚC TÍNH (theo số PS)
193512,NU1136-01,716493,1436,11/252 TB4 S.P IN GAYLORD,1,10000,2026-08-28 18:00:00,30042,ngày ƯỚC TÍNH (theo số PS)
193512,NU1136-01,716495,169,197/297 TB1 S.P IN GAYLORD,1,10000,2026-08-28 18:00:00,30042,ngày ƯỚC TÍNH (theo số PS)
193512,NU1136-01,716491,1316,285/391 TB2 S.P IN GAYLORD,1,10000,2026-08-28 18:00:00,30042,ngày ƯỚC TÍNH (theo số PS)
193512,NU1136-01,716494,156,190/268 TB3 S.P IN GAYLORD,1,9500,2026-08-28 18:00:00,30042,ngày ƯỚC TÍNH (theo số PS)
193512,NU1136-01,716492,191,11/252 TB4 S.P IN GAYLORD,1,10000,2026-08-28 18:00:00,30042,ngày ƯỚC TÍNH (theo số PS)
193512,NU1136-01,716490,6,197/297 TB1 S.P IN GAYLORD,1,10000,2026-08-28 18:00:00,30042,ngày ƯỚC TÍNH (theo số PS)
193512,NU3019-00,716723,1828,190/268 TB3 S.P IN GAYLORD,1,5320,2026-08-28 18:00:00,30042,ngày ƯỚC TÍNH (theo số PS)
193512,NU3019-00,716735,731,285/391 TB2 S.P IN GAYLORD,1,4832,2026-08-28 18:00:00,30042,ngày ƯỚC TÍNH (theo số PS)
193512,NU3019-00,716728,1783,285/391 TB2 S.P IN GAYLORD,1,5244,2026-08-28 18:00:00,30042,ngày ƯỚC TÍNH (theo số PS)
193512,NU3019-00,716732,844,190/268 TB3 S.P IN GAYLORD,1,5100,2026-08-28 18:00:00,30042,ngày ƯỚC TÍNH (theo số PS)
193512,NU3019-00,716734,1833,285/391 TB2 S.P IN GAYLORD,1,4700,2026-08-28 18:00:00,30042,ngày ƯỚC TÍNH (theo số PS)
193512,NU3019-00,716729,894,285/391 TB2 S.P IN GAYLORD,1,4700,2026-08-28 18:00:00,30042,ngày ƯỚC TÍNH (theo số PS)
193512,NU1136-01,717239,1439,197/297 TB1 S.P IN GAYLORD,1,10000,2026-08-28 18:00:00,30042,ngày ƯỚC TÍNH (theo số PS)
193512,NU1136-01,717237,26,190/268 TB3 S.P IN GAYLORD,1,10000,2026-08-28 18:00:00,30042,ngày ƯỚC TÍNH (theo số PS)
193512,NU1136-01,717240,797,285/391 TB2 S.P IN GAYLORD,1,10000,2026-08-28 18:00:00,30042,ngày ƯỚC TÍNH (theo số PS)
193512,NU1136-01,717243,900,11/252 TB4 S.P IN GAYLORD,1,7620,2026-08-28 18:00:00,30042,ngày ƯỚC TÍNH (theo số PS)
193512,NU1136-01,717241,1651,190/268 TB3 S.P IN GAYLORD,1,7480,2026-08-28 18:00:00,30042,ngày ƯỚC TÍNH (theo số PS)
193512,NU1136-01,717236,1005,197/297 TB1 S.P IN GAYLORD,1,7790,2026-08-28 18:00:00,30042,ngày ƯỚC TÍNH (theo số PS)
193512,NU1136-01,717242,979,285/391 TB2 S.P IN GAYLORD,1,0,2026-08-28 18:00:00,30042,ngày ƯỚC TÍNH (theo số PS)
193512,NU3019-00,716730,758,11/252 TB4 S.P IN GAYLORD,1,4700,2026-08-28 18:00:00,30042,ngày ƯỚC TÍNH (theo số PS)
193512,NU3019-00,716725,1053,190/268 TB3 S.P IN GAYLORD,1,4780,2026-08-28 18:00:00,30042,ngày ƯỚC TÍNH (theo số PS)
193252,11546437,716764,1063,275 BF102 S.P,66,99000,2026-08-28 18:00:00,30046,ngày ƯỚC TÍNH (theo số PS)
193252,11546437,716765,283,275 BF104 S.P,68,102000,2026-08-28 18:00:00,30046,ngày ƯỚC TÍNH (theo số PS)
193336,PZ18-7P483-AA,716410,33TOTES,197 TB5 S.P IN RETURNABLE CERTS 3X,17,3740,2026-08-28 18:00:00,30046,ngày ƯỚC TÍNH (theo số PS)
193371,06101831-A,716891,130,290 MC78 S.P,36,36000,2026-08-28 18:00:00,30046,ngày ƯỚC TÍNH (theo số PS)
193378,4200818SHJ5A00Z,714597,1362,240/391 TB2 S.P CERTS 3X,25,25000,2026-08-28 18:00:00,30046,ngày ƯỚC TÍNH (theo số PS)
193398,11546367-MY-AK,716384,1379,290 BF107 S.P,36,25200,2026-08-28 18:00:00,30046,ngày ƯỚC TÍNH (theo số PS)
193398,11546367-MY-AK,716369,821,290 MC78 S.P,36,25200,2026-08-28 18:00:00,30046,ngày ƯỚC TÍNH (theo số PS)
193407,11546456,717076,1711,280 BF114 S.P,14,37800,2026-08-28 18:00:00,30046,ngày ƯỚC TÍNH (theo số PS)
193407,11546456,717071,1528,280 BF1123 S.P,13,35100,2026-08-28 18:00:00,30046,ngày ƯỚC TÍNH (theo số PS)
193407,11546463-TH-TC,717146,200,285/391 TBS S.P,34,15300,2026-08-28 18:00:00,30046,ngày ƯỚC TÍNH (theo số PS)
193470,11549171-MY-AK,716645,1551,11/252 TB4 S.P,36,10080,2026-08-28 18:00:00,30046,ngày ƯỚC TÍNH (theo số PS)
193470,11546367-MY-AK,717040,533,280 BF121 S.P,42,29400,2026-08-28 18:00:00,30046,ngày ƯỚC TÍNH (theo số PS)
193480,W716298-S450-A,716900,896,292 BF113 S.P,37,129500,2026-08-28 18:00:00,30046,ngày ƯỚC TÍNH (theo số PS)
193497,11546377-PH-RO,717630,520,292 MC19 S/P CERTS,29,62350,2026-08-28 18:00:00,30046,ngày ƯỚC TÍNH (theo số PS)
193497,11546377-PH-RO,717632,698,190/268 TB3 S.P CERTS,30,64500,2026-08-28 18:00:00,30046,ngày ƯỚC TÍNH (theo số PS)
193512,06514094AA,716902,1667,11/252 TB4 S.P BOLTS,26,8580,2026-08-28 18:00:00,30046,ngày ƯỚC TÍNH (theo số PS)
193530,06513404AA,716324,576,157/297 TB1 S.P,36,4320,2026-08-28 18:00:00,30046,ngày ƯỚC TÍNH (theo số PS)
193530,06513404AA,716321,832,11/252 TB4 S.P,39,4680,2026-08-28 18:00:00,30046,ngày ƯỚC TÍNH (theo số PS)
193530,06513404AA,716323,834,11/252 TB4 S.P,37,4440,2026-08-28 18:00:00,30046,ngày ƯỚC TÍNH (theo số PS)
193530,06100050-A,717267,1344,275 BF116 S.P,36,54000,2026-08-28 18:00:00,30046,ngày ƯỚC TÍNH (theo số PS)
193530,06513404AA,716319,1369,11/252 TB4 S.P,36,4320,2026-08-28 18:00:00,30046,ngày ƯỚC TÍNH (theo số PS)
193378,W705606-S440,717752,KIB,290 BF107 S.P,32,18560,2026-08-29 18:00:00,30049,ngày ƯỚC TÍNH (theo số PS)
193378,4200818SHJ5A00Z,714598,470,285/391 TB2 S.P CERTS,32,32000,2026-08-29 18:00:00,30049,ngày ƯỚC TÍNH (theo số PS)
193407,06101736-A,716775,1827,280 BF120 S.P,30,96000,2026-08-29 18:00:00,30049,ngày ƯỚC TÍNH (theo số PS)
193407,11546463-TH-TC,717145,1760,11 TB5 CRT,31,13950,2026-08-29 18:00:00,30049,ngày ƯỚC TÍNH (theo số PS)
193470,11546367-MY-AK,717037,1693,290 BF109 CRT,30,21000,2026-08-29 18:00:00,30049,ngày ƯỚC TÍNH (theo số PS)
193470,11546367-MY-AK,717031,837,290 BF107 CRT,36,25200,2026-08-29 18:00:00,30049,ngày ƯỚC TÍNH (theo số PS)
193470,11549171-MY-AK,716646,1556,197 TB5 CRT,31,8680,2026-08-29 18:00:00,30049,ngày ƯỚC TÍNH (theo số PS)
193470,11516077BR-MY-AK,716305,589,190/268 TB3 S.P,32,38400,2026-08-31 18:00:00,30049,ngày ƯỚC TÍNH (theo số PS); nâng lên ngày sản xuất cuối
193480,11561645,716906,1674,275 BF102 S.P,34,136000,2026-08-29 18:00:00,30049,ngày ƯỚC TÍNH (theo số PS)
193480,06100050-A,717262,1793,275 BF108 S.P,36,54000,2026-08-29 18:00:00,30049,ngày ƯỚC TÍNH (theo số PS)
193497,11546377-PH-RO,717696,1664,292 MC24 CRT,36,77400,2026-08-31 18:00:00,30049,ngày ƯỚC TÍNH (theo số PS); nâng lên ngày sản xuất cuối
193497,11546377-PH-RO,717634,631,280 BF118 CRT,25,53750,2026-08-29 18:00:00,30049,ngày ƯỚC TÍNH (theo số PS)
193497,11546377-PH-RO,717633,325,275 BF104 CRT,30,64500,2026-08-29 18:00:00,30049,ngày ƯỚC TÍNH (theo số PS)
193512,11604000,717984,KIB,285/391 TB2 S.P BOLTS,26,15210,2026-08-29 18:00:00,30049,ngày ƯỚC TÍNH (theo số PS)
193530,06100050-A,717263,348,275 BF108 S.P,36,54000,2026-08-29 18:00:00,30049,ngày ƯỚC TÍNH (theo số PS)
193530,06511672AA,714523,321,57/297/11/252 TB1 S.P,30,42000,2026-08-29 18:00:00,30049,ngày ƯỚC TÍNH (theo số PS)
193530,11546391,715798,614,290 BF106 S.P,21,94500,2026-08-29 18:00:00,30049,ngày ƯỚC TÍNH (theo số PS)
193530,W711468-S437,714260,636,275 MC112 S.P,36,57600,2026-08-29 18:00:00,30049,ngày ƯỚC TÍNH (theo số PS)
193584,11546571,716747,109,285/391 TB2 S.P BOLTS,36,55800,2026-08-31 18:00:00,30049,ngày ƯỚC TÍNH (theo số PS); nâng lên ngày sản xuất cuối
193584,06503825-A,716999,485,57/297/11/252 TB1 S.P,52,78000,2026-08-31 18:00:00,30049,ngày ƯỚC TÍNH (theo số PS); nâng lên ngày sản xuất cuối
193584,06503825-A,717000,1579,57/297/11/252 TB4 S.P,50,75000,2026-08-31 18:00:00,30049,ngày ƯỚC TÍNH (theo số PS); nâng lên ngày sản xuất cuối
193584,06503825-A,717004,296,285/391 TB2 S.P,36,54000,2026-08-31 18:00:00,30049,ngày ƯỚC TÍNH (theo số PS); nâng lên ngày sản xuất cuối
193584,42068967,717203,1403,157/297 TB1 S.P IN VCI,28,8960,2026-08-29 18:00:00,30049,ngày ƯỚC TÍNH (theo số PS)
