traveler,partNo,pot,weight,pieces,po,date,labelFormat,finalLot,note,shipped,ps
709325,11548535,482,1118,5590,190436,2026-06-12,,6-148-29-B,,Shipped,30080
709325-,11548535,650,1118,5590,189960,2026-05-28,,,,Shipped,29641
709326,11548535,1686,1157,5785,190436,2026-06-12,,6-148-30-A,,Shipped,30080
709326-,11548535,1439,1157,5785,189960,2026-05-28,,,,Shipped,29641
709327,11548535,1512,1077,5385,190436,2026-06-12,,6-148-30-B,,Shipped,#REF!
709327-,11548535,482,1077,5385,189960,2026-05-28,,,,Shipped,29641
709328,11546367-CA-IN,384,1045,22691,190938,2026-07-01,,TRAVELERRECEIVED,,Shipped,30098
709329,11546367-CA-IN,1570,1171,25346,190938,2026-07-01,,TRAVELERRECEIVED,,Shipped,30098
709330,11546367-CA-IN,436,1275,27597,190938,2026-07-01,,TRAVELERRECEIVED,,Shipped,30080
709331,11546367-CA-IN,546,1144,24762,190779,2026-06-25,,TRAVELERRECEIVED,,Shipped,30080
709332,11546367-CA-IN,1672,1316,28485,190779,2026-06-25,,TRAVELERRECEIVED,,Shipped,#REF!
709333,11546367-CA-IN,1040,1180,25541,190938,2026-07-01,,TRAVELERRECEIVED,,Shipped,#REF!
709335,11610091-MY-AK,9,1140,74026,190079,2026-06-01,,6-152-30-A,,Shipped,#REF!
709336,11610091-MY-AK,1537,1248,81039,190079,2026-06-01,,6-152-30-B,,Shipped,#REF!
709337,11610091-MY-AK,1097,1258,81688,190079,2026-06-01,,6-152-30-C,,Shipped,#REF!
709338,11610091-MY-AK,1700,1097,71234,190079,2026-06-01,,6-152-29-A,,Shipped,29673
709339,11610091-MY-AK,1081,1236,80260,190079,2026-06-01,,6-152-29-B,,Shipped,#REF!
709340,11610091-MY-AK,688,1138,73896,190079,2026-06-01,,6-152-29-C,,Shipped,#REF!
709341,M93000340,1016,1115,64451,190079,2026-06-01,,6-152-28-A,,Shipped,29655
709342,M93000340,1111,1110,64162,190079,2026-06-01,,6-152-28-B,,Shipped,#REF!
709343,M93000340,369,351,20289,190079,2026-06-01,,6-152-28-C,,Shipped,#REF!
709345,92468,344,747,22914,190079,2026-06-01,,6-152-02-A,,Shipped,#REF!
709346,92468,1651,835,25613,190079,2026-06-01,,6-152-02-B,,Shipped,#REF!
709347,06511672AA,387,983,42371,190535,2026-06-16,,6-166-46-A,,Shipped,#REF!
709348,06511672AA,409,1113,47974,190577,2026-06-17,,6-166-46-B,,Shipped,30098
709349,06511637AA,953,1025,41331,190079,2026-06-01,,6-152-33-A,,Shipped,30098
709350,06511637AA,1632,1013,40847,190079,2026-06-01,,6-152-33-B,,Shipped,30098
709351,W719080-S450,919,865,36042,190079,2026-06-01,,6-152-37-A,,Shipped,#REF!
709352,W719080-S450,509,936,39000,190079,2026-06-01,,6-152-05-A,,Shipped,30098
709353,W711953-S900,1374,1297,84221,190079,2026-06-01,,6-152-34-A,,Shipped,#REF!
709354,W711953-S900,421,1229,79805,190079,2026-06-01,,6-152-34-B,,Shipped,0
709359,11546370-MY-AK,1627,1198,8040,190146,2026-06-03,,TRAVELERRECEIVED,,Shipped,0
709360,11546370-MY-AK,29,1022,6859,190146,2026-06-03,,TRAVELERRECEIVED,,Shipped,30092
709361,11546370-MY-AK,883,1167,7832,190146,2026-06-03,,TRAVELERRECEIVED,,Shipped,0
709362,11546370-MY-AK,1384,1073,7201,190146,2026-06-03,,TRAVELERRECEIVED,,Shipped,29666
709363,11546370-MY-AK,357,1240,8322,190146,2026-06-03,,TRAVELERRECEIVED,,Shipped,#REF!
709381,11516077-MY-AK,1643,1202,44191,190080,2026-06-01,,TRAVELERRECEIVED,,Shipped,#REF!
709382,11516077-MY-AK,489,1083,39816,190080,2026-06-01,,TRAVELERRECEIVED,,Shipped,#REF!
709383,11516077-MY-AK,19,1165,42831,190080,2026-06-01,,TRAVELERRECEIVED,,Shipped,30092
709385,11546449,396,704,59661,189928,2026-05-27,,TRAVELERRECEIVED,,Shipped,#REF!
709387,11546449,1566,1103,93475,189928,2026-05-27,,TRAVELERRECEIVED,,Shipped,29634
709388,11546449,319,1032,87458,189928,2026-05-27,,TRAVELERRECEIVED,,Shipped,#REF!
709389,11546449,948,1084,91864,189928,2026-05-27,,TRAVELERRECEIVED,,Shipped,#REF!
709390,11546449,136,1038,87966,189928,2026-05-27,,TRAVELERRECEIVED,,Shipped,#REF!
709391,11546449,811,1063,90085,189928,2026-05-27,,TRAVELERRECEIVED,,Shipped,30082
709392,11546449,1511,1051,89068,189928,2026-05-27,,TRAVELERRECEIVED,,Shipped,#REF!
709393,11546449,1555,992,84068,189928,2026-05-27,,TRAVELERRECEIVED,,Shipped,30098
709394,11546449,848,1117,94661,189928,2026-05-27,,TRAVELERRECEIVED,,Shipped,29738
709395,11546449,765,1037,87881,189928,2026-05-27,,TRAVELERRECEIVED,,Shipped,#REF!
709396,11546449,148,1026,86949,189928,2026-05-27,,TRAVELERRECEIVED,,Shipped,#REF!
709397,06104388AA,376,823,19927,189992,2026-05-29,,TRAVELERRECEIVED,,Shipped,#REF!
709398,06104388AA,366,852,20630,189992,2026-05-29,,TRAVELERRECEIVED,,Shipped,#REF!
709399,06104388AA,1525,866,20969,189992,2026-05-29,,TRAVELERRECEIVED,,Shipped,29666
709400,06104388AA,809,825,19976,189992,2026-05-29,,TRAVELERRECEIVED,,Shipped,#REF!
709401,06104388AA,587,934,22615,189992,2026-05-29,,TRAVELERRECEIVED,,Shipped,30082
709408,06101831-A,26,1066,38623,189960,2026-05-28,,TRAVELERRECEIVED,,Shipped,#REF!
709409,06101831-A,168,1088,39420,189960,2026-05-28,,TRAVELERRECEIVED,,Shipped,30082
709411,06101831-A,1054,880,31884,189960,2026-05-28,,TRAVELERRECEIVED,,Shipped,#REF!
709412,06101831-A,901,760,27536,189960,2026-05-28,,TRAVELERRECEIVED,,Shipped,30098
709414,06101831-A,487,1132,41014,189960,2026-05-28,,TRAVELERRECEIVED,,Shipped,30098
709415,06101831-A,1390,1038,37609,189960,2026-05-28,,TRAVELERRECEIVED,,Shipped,30098
709416,06101831-A,71,1146,41522,189960,2026-05-28,,TRAVELERRECEIVED,,Shipped,29684
709417,06101831-A,753,1160,42029,189960,2026-05-28,,TRAVELERRECEIVED,,Shipped,29643
709419,06101831-A,501,810,29348,189960,2026-05-28,,TRAVELERRECEIVED,,Shipped,30098
709420,06101831-A,1517,826,29928,189960,2026-05-28,,TRAVELERRECEIVED,,Shipped,29648
709424,06101831-A,917,1088,39420,189928,2026-05-27,,TRAVELERRECEIVED,,Shipped,#REF!
709427,06101831-A,496,1055,38225,189928,2026-05-27,,TRAVELERRECEIVED,,Shipped,#REF!
709428,06101831-A,1370,1115,40399,189928,2026-05-27,,TRAVELERRECEIVED,,Shipped,30098
709429,NU5108-00,1684,1211,70000,189943,2026-05-27,,6-145-37-A,,Shipped,29667
709430,NU5108-00,1715,1263,73000,189943,2026-05-27,,6-145-37-B,,Shipped,#REF!
709431,NU1305-01,294,1142,66000,189943,2026-05-27,,SORT&RETURN,,Shipped,#REF!
709432,NU1305-01,1686,1280,74000,189943,2026-05-27,,6-147-17-A,,Shipped,29641
709433,NU5108-00,1564,1073,62000,189975,2026-05-28,,6-149-39-A,,Shipped,29667
709434,NU5108-00,648,1176,68000,190152,2026-06-03,,6-152-42-A,,Shipped,#REF!
709435,NU5108-00,16,1176,68000,189975,2026-05-28,,6-148-39-b,,Shipped,#REF!
709436,NU5108-00,1711,1280,74000,189943,2026-05-27,,6-145-38-A,,Shipped,#REF!
709437,11547059,800,1030,22637,190114,2026-06-02,,6-153-21-A,,Shipped,#REF!
709438,11547059,884,1024,22505,190114,2026-06-02,,6-153-21-B,,Shipped,#REF!
709439,11547059,405,1076,23648,190114,2026-06-02,,6-153-21-C,,Shipped,#REF!
709440,11547059,479,957,21033,190114,2026-06-02,,6-153-21-D,,Shipped,#REF!
709441,11547059,555,1062,23341,190114,2026-06-02,,6-153-21-E,,Shipped,29707
709442,11547059,153,992,21802,190114,2026-06-02,,6-153-21-F,,Shipped,29805
709447,82246,KIB,1658,15000,189928,2026-05-27,,TRAVELERRECEIVED,,Shipped,30092
709448,82246,KIB,1658,15000,189928,2026-05-27,,SPLIT FROM TR#709447,,Shipped,#REF!
709449,11547176,KIB,1710,45000,189960,2026-05-28,,TRAVELERRECEIVED,,Shipped,#REF!
709450,11547176,KIB,1710,45000,189960,2026-05-28,,SPLIT FROM TR#709449,,Shipped,#REF!
709451,06509967AA,KIB,1320,40000,189928,2026-05-27,,TRAVELERRECEIVED,,Shipped,#REF!
709452,06509967AA,KIB,1320,40000,189928,2026-05-27,,SPLIT FROM TR#709451,,Shipped,#REF!
709453,06509967AA,KIB,1320,40000,189928,2026-05-27,,TRAVELERRECEIVED,,Shipped,#REF!
709454,06509967AA,KIB,1320,40000,189928,2026-05-27,,SPLIT FROM TR#709453,,Shipped,#REF!
709455,06509967AA,KIB,1320,40000,189928,2026-05-27,,TRAVELERRECEIVED,,Shipped,29691
709456,06509967AA,KIB,1320,40000,189928,2026-05-27,,SPLIT FROM TR#709455,,Shipped,#REF!
709457,06509967AA,KIB,1320,40000,189928,2026-05-27,,TRAVELERRECEIVED,,Shipped,#REF!
709458,06509967AA,KIB,1320,40000,189928,2026-05-27,,SPLIT FROM TR#709457,,Shipped,29662
709459,06509967AA,KIB,660,20000,189928,2026-05-27,,TRAVELERRECEIVED,,Shipped,#REF!
709460,06509967AA,KIB,660,20000,189928,2026-05-27,,SPLIT FROM TR#709459,,Shipped,#REF!
709461,11518532,KIB,1942,83000,189760,2026-05-21,,6-140-28-A,,Shipped,29623
709462,11518532,KIB,1942,83000,189760,2026-05-21,,SPLIT FROM TR#709461,,Shipped,29624
709463,11588293,KIB,1946,70000,189760,2026-05-21,,6-140-27-A,,Shipped,29624
709464,11588293,KIB,1946,70000,189760,2026-05-21,,SPLIT FROM TR#709463,,Shipped,29624
709465,11546566,1400,918,51000,189816,2026-05-25,,6-145-01-A,,Shipped,#REF!
709467,11546566,338,749,41611,189816,2026-05-25,,6-145-01-B,,Shipped,29623
709468,11546566,200,989,54944,189816,2026-05-25,,6-145-01-C,,Shipped,#REF!
709469,11546566,205,787,43722,189816,2026-05-25,,6-145-02-A,,Shipped,29645
709470,11546566,1562,968,53778,189816,2026-05-25,,6-145-02-B,,Shipped,29623
709471,11546566,184,891,49500,189816,2026-05-25,,6-145-02-C,,Shipped,29622
709472,11546566,17,820,45556,189816,2026-05-25,,6-145-02-D,,Shipped,#REF!
709479,W20-1028-012,877,1107,34921,190337,2026-06-10,,TRAVELERRECEIVED,,Shipped,#REF!
709480,W20-1028-012,602,1036,32681,190337,2026-06-10,,TRAVELERRECEIVED,,Shipped,29707
709481,W20-1028-012,1688,1155,36435,190337,2026-06-10,,TRAVELERRECEIVED,,Shipped,#REF!
709482,W20-1028-012,692,977,30820,190337,2026-06-10,,TRAVELERRECEIVED,,Shipped,#REF!
709483,W20-1028-012,254,1140,35962,190337,2026-06-10,,TRAVELERRECEIVED,,Shipped,29723
709505,06102398AA,554,633,102097,190220,2026-06-05,,6-156-30-A,,Shipped,29688
709506,06102398AA,309,759,122419,190220,2026-06-05,,6-156-30-B,,Shipped,0
709508,55364498AA,1629,1388,24351,190220,2026-06-05,,6-156-29-A,,Shipped,30098
709509,F1302AB,1305,569,18414,190976,2026-07-02,,6-182-23-A,,Shipped,29805
709510,F1302AB,1316,663,21456,190976,2026-07-02,,6-182-23-B,,Shipped,30098
709511,F1302AB,620,615,19903,191145,2026-07-08,,6-181-40-A,,Shipped,#REF!
709512,F1302AB,1532,644,20841,191145,2026-07-08,,6-181-40-B,,Shipped,0
709513,F1302AB,212,710,22977,191145,2026-07-08,,6-180-44-A,,Shipped,0
709514,F1302AB,355,519,16796,191145,2026-07-08,,6-180-44-B,,Shipped,30092
709516,06503825-A,306,956,73538,190220,2026-06-05,,6-156-31-A,,Shipped,#REF!
709517,06503825-A,125,1024,78769,190220,2026-06-05,,6-156-31-B,,Shipped,29688
709518,06503825-A,1070,985,75769,190220,2026-06-05,,6-156-31-C,,Shipped,30092
709519,06502979-A,1407,706,17828,190400,2026-06-11,,6-161-31-A,,Shipped,29709
709520,06502979-A,45,920,23232,190400,2026-06-11,,6-161-31-B,,Shipped,#REF!
709527,11549168-VN-VT,388,1250,44000,190183,2026-06-05,,TRAVELERRECEIVED,,Shipped,#REF!
709533,11549168-CA-IN,595,1072,40000,193263,2026-08-19,,TRAVELERRECEIVED,SPECIAL SORT,0,0
709534,11549168-CA-IN,539,1206,45000,191125,2026-07-08,,TRAVELERRECEIVED,,Shipped,#REF!
709535,11549168-CA-IN,1366,1206,45000,191125,2026-07-08,,TRAVELERRECEIVED,,Shipped,#REF!
709537,11549168-CA-IN,858,1126,42000,191126,2026-07-08,,TRAVELERRECEIVED,,Shipped,#REF!
709540,11549168-VN-VT,679,1278,45000,190607,2026-06-18,,TRAVELERRECEIVED,,Shipped,#REF!
709542,11549168-VN-VT,1313,1306,46000,190607,2026-06-18,,TRAVELERRECEIVED,,Shipped,#REF!
709544,11549168-VN-VT,696,1278,45000,190607,2026-06-18,,TRAVELERRECEIVED,,Shipped,#REF!
709546,11549168-VN-VT,389,1363,48000,190607,2026-06-18,,TRAVELERRECEIVED,,Shipped,#REF!
709555,11602031,770,811,3974,189992,2026-05-29,,TRAVELERRECEIVED,,Shipped,#REF!
709556,11602031,1559,926,4537,189992,2026-05-29,,TRAVELERRECEIVED,,Shipped,#REF!
709557,11602031,575,868,4253,189992,2026-05-29,,TRAVELERRECEIVED,,Shipped,#REF!
709558,11602031,7,864,4233,189992,2026-05-29,,TRAVELERRECEIVED,,Shipped,29662
709559,11602031,1000,877,4297,189992,2026-05-29,,TRAVELERRECEIVED,,Shipped,#REF!
709560,11602031,569,864,4233,189992,2026-05-29,,TRAVELERRECEIVED,,Shipped,#REF!
709561,11602031,260,936,4586,189960,2026-05-28,,TRAVELERRECEIVED,,Shipped,#REF!
709562,11602031,1314,833,4081,189960,2026-05-28,,TRAVELERRECEIVED,,Shipped,#REF!
709563,11602031,397,926,4537,189960,2026-05-28,,TRAVELERRECEIVED,,Shipped,29684
709564,11602031,1015,833,4081,189960,2026-05-28,,TRAVELERRECEIVED,,Shipped,#REF!
709565,11546456,1088,922,75574,190020,2026-05-29,,TRAVELERRECEIVED,,Shipped,#REF!
709566,11546456,1534,929,76148,190020,2026-05-29,,TRAVELERRECEIVED,,Shipped,#REF!
709567,11546456,641,940,77049,190020,2026-05-29,,TRAVELERRECEIVED,,Shipped,29684
709568,11546456,1387,929,76148,190020,2026-05-29,,TRAVELERRECEIVED,,Shipped,#REF!
709569,11546456,882,1023,83852,190020,2026-05-29,,TRAVELERRECEIVED,,Shipped,#REF!
709570,11546456,902,816,66885,190020,2026-05-29,,TRAVELERRECEIVED,,Shipped,#REF!
709571,11546456,1340,960,78689,190020,2026-05-29,,TRAVELERRECEIVED,,Shipped,#REF!
709572,11546456,900,890,72951,190020,2026-05-29,,TRAVELERRECEIVED,,Shipped,#REF!
709573,06511834AA,1368,397,2727,189928,2026-05-27,,TRAVELERRECEIVED,,Shipped,#REF!
709574,06511834AA,1369,445,3056,189928,2026-05-27,,TRAVELERRECEIVED,,Shipped,#REF!
709575,06511834AA,39,410,2816,189928,2026-05-27,,TRAVELERRECEIVED,,Shipped,29700
709576,06511834AA,115,434,2981,189928,2026-05-27,,TRAVELERRECEIVED,,Shipped,#REF!
709577,06511834AA,836,423,2905,189928,2026-05-27,,TRAVELERRECEIVED,,Shipped,#REF!
709578,06511834AA,264,364,2500,189928,2026-05-27,,TRAVELERRECEIVED,,Shipped,#REF!
709579,11546377BR,617,798,51818,190020,2026-05-29,,TRAVELERRECEIVED,,Shipped,#REF!
709580,11546377BR,806,1078,70000,190020,2026-05-29,,TRAVELERRECEIVED,,Shipped,#REF!
709581,11546377BR,1518,1108,71948,190020,2026-05-29,,TRAVELERRECEIVED,,Shipped,#REF!
709582,11546377BR,423,912,59221,190020,2026-05-29,,TRAVELERRECEIVED,,Shipped,#REF!
709583,11546377,761,1096,71169,189992,2026-05-29,,TRAVELERRECEIVED,,Shipped,#REF!
709584,11546377,1315,911,59156,189992,2026-05-29,,TRAVELERRECEIVED,,Shipped,#REF!
709585,11546377,759,909,59026,189992,2026-05-29,,TRAVELERRECEIVED,,Shipped,#REF!
709586,11546377,1687,1066,69221,189992,2026-05-29,,TRAVELERRECEIVED,,Shipped,#REF!
709587,11546377,370,958,62208,190020,2026-05-29,,TRAVELERRECEIVED,,Shipped,30098
709588,11546377,794,1052,68312,190020,2026-05-29,,TRAVELERRECEIVED,,Shipped,#REF!
709589,11546377,839,920,59740,190020,2026-05-29,,TRAVELERRECEIVED,,Shipped,#REF!
709590,11546377,760,1092,70909,190020,2026-05-29,,TRAVELERRECEIVED,,Shipped,#REF!
709591,11602326,653,1124,4691,189928,2026-05-27,,TRAVELERRECEIVED,,Shipped,#REF!
709592,11602326,1012,974,4065,189928,2026-05-27,,TRAVELERRECEIVED,,Shipped,29702
709593,11602326,416,1110,4633,189928,2026-05-27,,TRAVELERRECEIVED,,Shipped,#REF!
709594,11602326,871,1008,4207,189928,2026-05-27,,TRAVELERRECEIVED,,Shipped,#REF!
709611,11548414,1504,1088,16868,190262,2026-06-08,,TRAVELERRECEIVED,,Shipped,#REF!
709612,11548414,1531,1144,17736,190262,2026-06-08,,TRAVELERRECEIVED,,Shipped,#REF!
709613,11548414,1431,1300,20155,190262,2026-06-08,,TRAVELERRECEIVED,,Shipped,#REF!
709615,11548414,157,1076,16682,190262,2026-06-08,,TRAVELERRECEIVED,,Shipped,#REF!
709616,11548414,861,1144,17736,190262,2026-06-08,,TRAVELERRECEIVED,,Shipped,#REF!
709617,11546571,943,871,52156,190033,2026-05-29,,6-149-34-A,,Shipped,#REF!
709618,11546571,1649,767,45928,190033,2026-05-29,,6-149-34-B,,Shipped,#REF!
709619,11546571,812,801,47964,190033,2026-05-29,,6-149-34-C,,Shipped,#REF!
709620,11546571,776,864,51737,190033,2026-05-29,,6-149-35-A,,Shipped,#REF!
709621,11546571,179,843,50479,190033,2026-05-29,,6-149-35-B,,Shipped,#REF!
709622,11546571,642,777,46527,190033,2026-05-29,,6-149-35-C,,Shipped,#REF!
709623,11546571,684,826,49461,190033,2026-05-29,,6-149-36-A,,Shipped,#REF!
709624,11546571,517,874,52335,190033,2026-05-29,,6-149-36-B,,Shipped,29648
709625,W711468-S437,190,714,41272,190673,2026-06-22,,6-172-31-A,,Shipped,29744
709626,W711468-S437,173,1022,59075,190535,2026-06-16,,6-166-29-A,,Shipped,#REF!
709627,W711468-S437,211,855,49422,190673,2026-06-22,,6-172-31-B,,Shipped,#REF!
709628,W711468-S437,1311,906,52370,190673,2026-06-22,,6-172-31-C,,Shipped,#REF!
709629,W711468-S437,217,868,50173,190673,2026-06-22,,6-172-31-D,,Shipped,#REF!
709630,W711468-S437,534,888,51329,190535,2026-06-16,,6-166-29-B,,Shipped,#REF!
709631,NU3014-02,343,1084,9757,189959,2026-05-28,,6-148-05-A,,Shipped,#REF!
709632,NU3014-02,1303,1164,10477,189959,2026-05-28,,6-148-05-B,,Shipped,#REF!
709633,NU3014-02,187,1096,9865,189959,2026-05-28,,6-148-05-C,,Shipped,#REF!
709634,NU3014-02,873,1155,10396,189959,2026-05-28,,6-148-05-D,,Shipped,#REF!
709635,NU3014-02,384,1097,9874,189959,2026-05-28,,6-148-05-E,,Shipped,#REF!
709636,NU3014-02,236,1124,10117,189959,2026-05-28,,6-148-05-F,,Shipped,#REF!
709637,W520217-S440,44,1120,5128,190128,2026-06-03,,TRAVELERRECEIVED,,Shipped,#REF!
709638,W520217-S440,483,1087,4977,190106,2026-06-02,,TRAVELERRECEIVED,,Shipped,#REF!
709639,W520217-S440,123,1069,4895,190128,2026-06-03,,TRAVELERRECEIVED,,Shipped,#REF!
709641,W520217-S440,55,1097,5023,190106,2026-06-02,,TRAVELERRECEIVED,,Shipped,#REF!
709642,W520217-S440,243,1088,4982,190128,2026-06-03,,TRAVELERRECEIVED,,Shipped,#REF!
709643,W520217-S440,1107,1069,4895,190106,2026-06-02,,TRAVELERRECEIVED,,Shipped,#REF!
709644,W520217-S440,1556,1133,5188,190106,2026-06-02,,TRAVELERRECEIVED,,Shipped,#REF!
709645,W520217-S440,1615,1141,5224,190128,2026-06-03,,TRAVELERRECEIVED,,Shipped,#REF!
709646,W520217-S440,354,1032,4725,190128,2026-06-03,,TRAVELERRECEIVED,,Shipped,#REF!
709650,11547369-BR-HA,1383,1323,10934,191397,2026-07-17,,TRAVELERRECEIVED,,Shipped,29873
709653,11547369-BR-HA,704,1195,9876,191397,2026-07-17,,TRAVELERRECEIVED,,Shipped,29873
709655,06512106AA,1336,773,5769,190080,2026-06-01,,TRAVELERRECEIVED,,Shipped,#REF!
709656,06512106AA,975,847,6321,190080,2026-06-01,,TRAVELERRECEIVED,,Shipped,#REF!
709659,06511701AA,1023,999,71871,190146,2026-06-03,,TRAVELERRECEIVED,,Shipped,29675
709660,06511701AA,66,1152,82878,190146,2026-06-03,,TRAVELERRECEIVED,,Shipped,#REF!
709661,40161567,677,847,5261,189992,2026-05-29,,TRAVELERRECEIVED,,Shipped,29651
709662,40161567,609,784,4870,189992,2026-05-29,,TRAVELERRECEIVED,,Shipped,29648
709663,40161567,1562,871,5410,189992,2026-05-29,,TRAVELERRECEIVED,,Shipped,29651
709664,40161567,435,758,4708,189992,2026-05-29,,TRAVELERRECEIVED,,Shipped,29651
709665,40161567,91,920,5714,189992,2026-05-29,,TRAVELERRECEIVED,,Shipped,29684
709666,40161567,808,685,4255,189992,2026-05-29,,TRAVELERRECEIVED,,Shipped,29651
709668,06505246AA,604,809,26967,190020,2026-05-29,,TRAVELERRECEIVED,,Shipped,#REF!
709669,06505246AA,1449,611,20367,190020,2026-05-29,,TRAVELERRECEIVED,,Shipped,29651
709670,H62534A,126,810,20455,190106,2026-06-02,,TRAVELERRECEIVED,,Shipped,29664
709671,H62534A,663,809,20429,190106,2026-06-02,,TRAVELERRECEIVED,,Shipped,29662
709672,11561662,514,795,27993,190106,2026-06-02,,TRAVELERRECEIVED,,Shipped,29662
709674,40109770,1654,1070,7955,190080,2026-06-01,,TRAVELERRECEIVED,,Shipped,29662
709675,40109770,786,1197,8900,190080,2026-06-01,,TRAVELERRECEIVED,,Shipped,29681
709676,40073474,1544,759,5094,190020,2026-05-29,,TRAVELERRECEIVED,,Shipped,29685
709677,40073474,1093,772,5181,190020,2026-05-29,,TRAVELERRECEIVED,,Shipped,29653
709678,11546448,303,816,90667,190128,2026-06-03,,TRAVELERRECEIVED,,Shipped,29675
709679,11546448,1621,924,102667,190128,2026-06-03,,TRAVELERRECEIVED,,Shipped,29673
709680,11547090,844,966,25091,190080,2026-06-01,,TRAVELERRECEIVED,,Shipped,29656
709681,11547090,101,874,22701,190080,2026-06-01,,TRAVELERRECEIVED,,Shipped,29656
709682,15047163-MY-AK,170,1196,65355,189992,2026-05-29,,TRAVELERRECEIVED,,Shipped,29655
709684,15046285,172,1047,7992,190080,2026-06-01,,TRAVELERRECEIVED,,Shipped,29681
709685,15046285,1587,920,7023,190080,2026-06-01,,TRAVELERRECEIVED,,Shipped,29673
709687,06508203AA,769,891,5156,190220,2026-06-05,,6-156-32-A,,Shipped,29693
709688,11546377-CA-IN,200,1058,68701,190465,2026-06-15,,TRAVELERRECEIVED,,Shipped,29727
709689,11546377-CA-IN,445,1208,78442,190465,2026-06-15,,TRAVELERRECEIVED,,Shipped,29720
709690,11546377-CA-IN,378,1159,75260,190560,2026-06-17,,TRAVELERRECEIVED,,Shipped,#REF!
709694,11546377-CA-IN,1068,1191,77338,190560,2026-06-17,,TRAVELERRECEIVED,,Shipped,#REF!
709766,11546367-MY-AK,1597,1203,25871,190212,2026-06-05,,TRAVELERRECEIVED,,Shipped,29688
709767,11546367-MY-AK,747,1103,23720,190212,2026-06-05,,TRAVELERRECEIVED,,Shipped,29728
709768,11546367-MY-AK,241,1161,24968,190212,2026-06-05,,TRAVELERRECEIVED,,Shipped,29695
709769,11546367-MY-AK,1602,1120,24086,190212,2026-06-05,,TRAVELERRECEIVED,,Shipped,29709
709770,11546367-MY-AK,342,1096,23570,190212,2026-06-05,,TRAVELERRECEIVED,,Shipped,29688
709771,11546367-MY-AK,1683,1185,25484,190212,2026-06-05,,TRAVELERRECEIVED,,Shipped,29688
709772,11546367-MY-AK,1679,1158,24903,190252,2026-06-08,,TRAVELERRECEIVED,,Shipped,29695
709773,11546367-MY-AK,184,1110,23871,190252,2026-06-08,,TRAVELERRECEIVED,,Shipped,#REF!
709774,11546367-MY-AK,1056,1049,22559,190252,2026-06-08,,TRAVELERRECEIVED,,Shipped,29702
709775,11546367-MY-AK,546,1199,25785,190252,2026-06-08,,TRAVELERRECEIVED,,Shipped,29707
709776,11546367-MY-AK,392,825,17742,190252,2026-06-08,,TRAVELERRECEIVED,,Shipped,29695
709779,11611122,378,743,49533,190436,2026-06-12,,6-163-17-A,,Shipped,29713
709780,NU3019-00,338,1059,5072,189959,2026-05-28,,6-148-08-A,,Shipped,29641
709781,NU3019-00,191,1058,5067,189959,2026-05-28,,6-148-08-B,,Shipped,29641
709782,NU3019-00,1098,985,4717,189959,2026-05-28,,6-148-08-C,,Shipped,29641
709783,NU3019-00,909,1121,5369,189959,2026-05-28,,6-148-08-D,,Shipped,#REF!
709784,NU3019-00,784,958,4588,189959,2026-05-28,,6-148-07-A,,Shipped,29641
709785,NU3019-00,730,1147,5493,189959,2026-05-28,,6-148-07-B,,Shipped,29641
709786,NU3019-00,510,1086,5201,189959,2026-05-28,,6-148-08-E,,Shipped,29641
709787,NU3019-00,879,994,4761,189959,2026-05-28,,6-148-08-F,,Shipped,29641
709788,NU3019-00,1312,984,4713,189959,2026-05-28,,6-148-08-G,,Shipped,29641
709789,NU3019-00,499,1120,5364,189959,2026-05-28,,6-148-08-H,,Shipped,29641
709790,NU3019-00,364,1154,5527,190033,2026-05-29,,6-149-37-A,,Shipped,29667
709791,NU3019-00,108,965,4622,189959,2026-05-28,,6-148-07-C,,Shipped,29641
709792,NU3019-00,418,1046,5010,189959,2026-05-28,,6-148-07-C,,Shipped,29641
709793,NU3019-00,734,1055,5053,190033,2026-05-29,,6-149-38-A,,Shipped,29667
709794,NU3019-00,132,1029,4928,189959,2026-05-28,,6-148-08-I,,Shipped,29641
709795,NU3019-00,1004,1077,5158,189959,2026-05-28,,6-148-08-J,,Shipped,29641
709796,NU3019-00,1546,1111,5321,189959,2026-05-28,,6-148-08-K,,Shipped,29641
709797,NU3019-00,305,999,4784,189959,2026-05-28,,6-148-08-L,,Shipped,29641
709800,06101968-A,912,950,71970,190128,2026-06-03,,TRAVELERRECEIVED,,Shipped,29685
709801,06101968-A,137,1030,78030,190128,2026-06-03,,TRAVELERRECEIVED,,Shipped,#REF!
709846,11549204,799,1164,7653,190128,2026-06-03,,TRAVELERRECEIVED,,Shipped,29740
709847,11549204,490,1140,7495,190128,2026-06-03,,TRAVELERRECEIVED,,Shipped,29681
709848,11549204,1502,1136,7469,190128,2026-06-03,,TRAVELERRECEIVED,,Shipped,29702
709849,11549204,24,1185,7791,190128,2026-06-03,,TRAVELERRECEIVED,,Shipped,29664
709850,11549204,426,1175,7725,190106,2026-06-02,,TRAVELERRECEIVED,,Shipped,29662
709851,11549204,478,1146,7535,190106,2026-06-02,,TRAVELERRECEIVED,,Shipped,29662
709852,11549204,285,1218,8008,190106,2026-06-02,,TRAVELERRECEIVED,,Shipped,29659
709853,11549204,404,1064,6995,190106,2026-06-02,,TRAVELERRECEIVED,,Shipped,29659
709854,11546463,693,956,14799,190052,2026-06-01,,TRAVELERRECEIVED,,Shipped,29664
