traveler,partNo,pot,weight,pieces,po,date,labelFormat,finalLot,note,shipped,ps
708159,11612078-B,583,1267,72000,192899,2026-08-06,,SORT&RETURN,,0,0
708159-,11612078-B,1624,1267,72000,190400,2026-06-11,,SORT&RETURN,,Shipped,29801
708160,11612078,118,,,,2026-07-14,,6-181-35-C,,,
708160-,11612078-B,703,1232,70000,189943,2026-05-27,,SORT&RETURN,,Shipped,29641
708161,11612078-B,152,1250,71000,190976,2026-07-02,,6-181-36-B,,0,0
708161-,11612078-B,1328,1250,71000,190033,2026-05-29,,SORT&RETURN,,Shipped,29667
708162,11612078-B,1624,1197,68000,192681,2026-07-28,,6-208-46-B,,0,0
708162-,11612078-B,800,1197,68000,190270,2026-06-08,,SORT&RETURN,,Shipped,29801
708333-,11548535,1627,1156,5780,189556,2026-05-14,,,,Shipped,29577
708334-,11548535,175,1087,5435,189556,2026-05-14,,,,Shipped,29577
708335-,11548535,147,1085,5425,189556,2026-05-14,,,,Shipped,29577
708336-,11548535,21,1115,5575,189556,2026-05-14,,,,Shipped,29577
708434,11612078-B,700,1338,76000,190976,2026-07-02,,6-181-36-A,,0,0
708434-,11612078-B,1622,1338,76000,190114,2026-06-02,,SORT&RETURN,,Shipped,29667
708435,11612078,626,,,,2026-07-16,,6-181-33-B,,,
708435-,11612078-B,1382,1197,68000,189724,2026-05-20,,SORT&RETURN,,Shipped,29641
708436,11612078-B,242,1144,65000,193443,2026-08-24,,6-236-28-B,,0,0
708437,11612078-B,815,1232,70000,190921,2026-06-30,,6-181-33-C,,Shipped,29835
708437-,11612078-B,1037,1232,70000,189760,2026-05-21,,SORT&RETURN,,Shipped,29835
708438,11612078-B,352,1267,72000,192899,2026-08-06,,SORT&RETURN,,Shipped,30061
708438-,11612078-B,1542,1267,72000,190577,2026-06-17,,SORT&RETURN,,Shipped,29801
708439,11561645,1001,904,117403,189682,2026-05-19,,6-139-27-A,,Shipped,30067
708440,11561645,1614,953,123766,189682,2026-05-19,,6-139-27-B,,Shipped,30030
708441,11561645,673,1017,132078,189682,2026-05-19,,6-139-28-A,,Shipped,29609
708442,11561645,66,870,112987,189682,2026-05-19,,6-139-28-B,,Shipped,29609
708443,11546377-CA-IN,607,974,63247,190128,2026-06-03,,TRAVELERRECEIVED,,Shipped,29684
708444,11546377-CA-IN,824,1126,73117,190128,2026-06-03,,TRAVELERRECEIVED,,Shipped,29681
708445,11546377-CA-IN,1300,886,57532,190128,2026-06-03,,TRAVELERRECEIVED,,Shipped,30049
708448,06513514AA,141,803,9829,189699,2026-05-20,,TRAVELERRECEIVED,,Shipped,29607
708449,06513514AA,616,772,9449,189699,2026-05-20,,TRAVELERRECEIVED,,Shipped,29643
708450,06509474AA,760,757,19361,189724,2026-05-20,,6-139-39-A,,Shipped,29609
708451,06509474AA,172,667,17059,189724,2026-05-20,,6-139-39-B,,Shipped,29607
708453,06509787AA,578,1099,25091,190033,2026-05-29,,6-149-40-A,,Shipped,29653
708454,06509494AA,50,652,16590,189905,2026-05-26,,6-145-44-A,,Shipped,29630
708455,06509494AA,666,860,21883,189905,2026-05-26,,6-145-44-B,,Shipped,#REF!
708456,06512349AA,462,520,10700,189682,2026-05-19,,6-139-25-A,,Shipped,29597
708457,06512349AA,181,434,8930,189682,2026-05-19,,6-139-25-B,,Shipped,30042
708458,F1302AB,940,695,22492,189975,2026-05-28,,6-148-38-A,,Shipped,30065
708459,F1302AB,1039,554,17929,189975,2026-05-28,,6-148-38-B,,Shipped,29643
708460,F1302AB,105,602,19482,189975,2026-05-28,,6-148-38-C,,Shipped,30042
708461,F1302AB,1372,659,21327,189975,2026-05-28,,6-148-38-D,,Shipped,29643
708463,55364498AA,264,1425,25000,189724,2026-05-20,,6-139-40-A,,Shipped,29607
708464,40179995,44,955,8429,189724,2026-05-20,,6-140-26-A,,Shipped,29607
708466,40179994,115,956,5344,189724,2026-05-20,,6-139-41-A,,Shipped,29609
708467,40179994,836,771,4310,189724,2026-05-20,,6-139-41-B,,Shipped,30044
708476,06502979-A,679,843,21288,189724,2026-05-20,,6-139-31-A,,Shipped,30065
708477,06502979-A,126,773,19520,189724,2026-05-20,,6-139-31-B,,Shipped,30065
708478,NU5108-00,595,1194,69000,189648,2026-05-18,,6-138-33-A,,Shipped,30065
708479,NU5108-00,108,1125,65000,189648,2026-05-18,,6-138-33-B,,Shipped,29703
708480,NU5108-00,912,1142,66000,189648,2026-05-18,,6-138-33-C,,Shipped,30042
708481,NU5108-00,1369,1142,66000,189648,2026-05-18,,6-138-33-D,,Shipped,30069
708482,NU5108-00,786,1125,65000,189648,2026-05-18,,6-138-36-A,,Shipped,30042
708483,NU5108-00,99,1142,66000,189648,2026-05-18,,6-138-36-B,,Shipped,29611
708484,06509967AA,KIB,1320,40000,189699,2026-05-20,,TRAVELERRECEIVED,,Shipped,0
708485,06509967AA,KIB,660,20000,189699,2026-05-20,,SPLIT FROM TR#708484,,Shipped,30049
708486,06509967AA,KIB,660,20000,189699,2026-05-20,,TRAVELERRECEIVED,,Shipped,30065
708487,06509967AA,KIB,660,20000,189699,2026-05-20,,SPLIT FROM TR#708486,,Shipped,30067
708488,11546389,231,969,125844,189610,2026-05-15,,TRAVELERRECEIVED,,Shipped,30031
708489,11546389,788,876,113766,189610,2026-05-15,,TRAVELERRECEIVED,,Shipped,29597
708490,11546377,1544,1126,73117,189610,2026-05-15,,TRAVELERRECEIVED,,Shipped,29597
708491,11546377,1417,945,61364,189610,2026-05-15,,TRAVELERRECEIVED,,Shipped,29594
708492,W520111-S440,1376,1118,134699,189795,2026-05-22,,TRAVELERRECEIVED,,Shipped,29632
708493,W520111-S440,305,1026,123614,189795,2026-05-22,,TRAVELERRECEIVED,,Shipped,29645
708498,47336AE,1377,1076,24126,189960,2026-05-28,,TRAVELERRECEIVED,,Shipped,30042
708499,47336AE,708,1058,23722,189960,2026-05-28,,TRAVELERRECEIVED,,Shipped,29648
708500,47336AE,675,1091,24462,189960,2026-05-28,,TRAVELERRECEIVED,,Shipped,30042
708501,47336AE,889,1025,22982,189960,2026-05-28,,TRAVELERRECEIVED,,Shipped,30037
708502,W520113-S440,532,1178,43955,190128,2026-06-03,,TRAVELERRECEIVED,,Shipped,30042
708503,W520113-S440,951,1080,40299,190128,2026-06-03,,TRAVELERRECEIVED,,Shipped,29702
708506,11546370-MY-AK,1514,1110,7450,189640,2026-05-18,,TRAVELERRECEIVED,,Shipped,30037
708507,11546370-MY-AK,959,1109,7443,189640,2026-05-18,,TRAVELERRECEIVED,,Shipped,29597
708508,11546370-MY-AK,169,1103,7403,189640,2026-05-18,,TRAVELERRECEIVED,,Shipped,30030
708509,11546370-MY-AK,1413,1111,7456,189640,2026-05-18,,TRAVELERRECEIVED,,Shipped,29604
708510,11546370-MY-AK,531,1125,7550,189640,2026-05-18,,TRAVELERRECEIVED,,Shipped,29597
708511,11546370-MY-AK,1572,1070,7181,189640,2026-05-18,,TRAVELERRECEIVED,,Shipped,30030
708512,11546370-MY-AK,575,1201,8060,189699,2026-05-20,,TRAVELERRECEIVED,,Shipped,30039
708513,11546370-MY-AK,953,1014,6805,189699,2026-05-20,,TRAVELERRECEIVED,,Shipped,30039
708514,11546370-MY-AK,7,1123,7537,189699,2026-05-20,,TRAVELERRECEIVED,,Shipped,30057
708515,11546370-MY-AK,409,1077,7228,189699,2026-05-20,,TRAVELERRECEIVED,,Shipped,30026
708516,11546370-MY-AK,479,1024,6872,189699,2026-05-20,,TRAVELERRECEIVED,,Shipped,30026
708517,11546370-MY-AK,451,1189,7980,189699,2026-05-20,,TRAVELERRECEIVED,,Shipped,30026
708522,06512834AA,662,899,8883,189943,2026-05-27,,6-145-46-A,,Shipped,30026
708523,06512834AA,1070,822,8123,189724,2026-05-20,,6-139-29-A,,Shipped,29609
708524,06506707AA,348,757,20740,189636,2026-05-15,,6-135-27-A,,Shipped,29594
708525,06506707AA,581,912,24986,189636,2026-05-15,,6-135-27-B,,Shipped,0
708527,06503825-A,89,959,73769,189724,2026-05-20,,6-139-32-A,,Shipped,29609
708528,06503825-A,1021,920,70769,189724,2026-05-20,,6-139-32-B,,Shipped,30044
708529,06503825-A,1548,1018,78308,189724,2026-05-20,,6-139-32-C,,Shipped,30031
708530,11546456,763,802,65738,189607,2026-05-15,,TRAVELERRECEIVED,,Shipped,30026
708531,11546456,1345,1030,84426,189607,2026-05-15,,TRAVELERRECEIVED,,Shipped,30031
708532,11546456,482,817,66967,189607,2026-05-15,,TRAVELERRECEIVED,,Shipped,30044
708533,11546456,146,993,81393,189607,2026-05-15,,TRAVELERRECEIVED,,Shipped,30039
708534,11546456,498,861,70574,189607,2026-05-15,,TRAVELERRECEIVED,,Shipped,30057
708535,11546456,319,949,77787,189607,2026-05-15,,TRAVELERRECEIVED,,Shipped,30044
708536,11546456,1682,988,80984,189610,2026-05-15,,TRAVELERRECEIVED,,Shipped,29597
708537,11546456,1439,807,66148,189610,2026-05-15,,TRAVELERRECEIVED,,Shipped,30031
708538,11546456,560,885,72541,189610,2026-05-15,,TRAVELERRECEIVED,,Shipped,30044
708539,11546456,1367,943,77295,189610,2026-05-15,,TRAVELERRECEIVED,,Shipped,30039
708540,11546456,958,792,64918,189610,2026-05-15,,TRAVELERRECEIVED,,Shipped,30040
708541,11546456,880,1034,84754,189610,2026-05-15,,TRAVELERRECEIVED,,Shipped,30044
708542,11546437-MY-AK,1319,1089,83769,189699,2026-05-20,,TRAVELERRECEIVED,,Shipped,30040
708543,11546437-MY-AK,101,1103,84846,189699,2026-05-20,,TRAVELERRECEIVED,,Shipped,29624
708544,11546437-MY-AK,1305,1121,86231,189699,2026-05-20,,TRAVELERRECEIVED,,Shipped,30039
708545,11546437-MY-AK,1518,1095,84231,189699,2026-05-20,,,,Shipped,30040
708546,11546437-MY-AK,187,1101,84692,189699,2026-05-20,,TRAVELERRECEIVED,,Shipped,30044
708547,11546437-MY-AK,1650,1114,85692,189699,2026-05-20,,,,Shipped,30061
708548,11546437-MY-AK,841,1140,87692,189581,2026-05-14,,TRAVELERRECEIVED,,Shipped,29583
708549,11546437-MY-AK,257,1082,83231,189581,2026-05-14,,TRAVELERRECEIVED,,Shipped,30049
708550,11546437-MY-AK,972,1098,84462,189581,2026-05-14,,TRAVELERRECEIVED,,Shipped,30039
708551,11546437-MY-AK,636,1096,84308,189581,2026-05-14,,TRAVELERRECEIVED,,Shipped,30037
708552,11546437-MY-AK,1306,1139,87615,189581,2026-05-14,,TRAVELERRECEIVED,,Shipped,29583
708553,11546437-MY-AK,1649,1051,80846,189581,2026-05-14,,TRAVELERRECEIVED,,Shipped,0
708554,11546774-MY-AK,259,1096,15180,190436,2026-06-12,,6-163-18-A,,Shipped,29716
708555,11546774-MY-AK,252,1025,14197,190436,2026-06-12,,6-163-18-B,,Shipped,30030
708556,11546774-MY-AK,699,897,12424,190436,2026-06-12,,6-163-18-C,,Shipped,29716
708557,11546774-MY-AK,1533,1069,14806,190436,2026-06-12,,6-163-18-D,,Shipped,30030
708558,11546774-MY-AK,1114,1075,14889,190436,2026-06-12,,6-163-18-E,,Shipped,0
708559,11546774-MY-AK,1665,861,11925,190436,2026-06-12,,6-163-18-F,,Shipped,29718
708560,11546774-MY-AK,1403,1098,15208,190436,2026-06-12,,6-163-18-G,,Shipped,29713
708561,11546774-MY-AK,584,862,11939,190436,2026-06-12,,6-163-18-H,,Shipped,30037
708562,11546774-MY-AK,1405,918,12715,190436,2026-06-12,,6-163-18-I,,Shipped,30080
708563,11546774-MY-AK,272,1044,14460,190436,2026-06-12,,6-163-18-J,,Shipped,30049
708564,11546774-MY-AK,1373,900,12465,190436,2026-06-12,,6-163-18-K,,Shipped,30057
708565,11546774-MY-AK,464,1023,14169,190436,2026-06-12,,6-163-18-L,,Shipped,30044
708566,11546774-MY-AK,1030,964,13352,190436,2026-06-12,,6-163-18-M,,Shipped,29713
708567,11546774-MY-AK,739,995,13781,190436,2026-06-12,,6-163-18-N,,Shipped,30040
708570,06511689AA,1670,1105,9609,189640,2026-05-18,,TRAVELERRECEIVED,,Shipped,30082
708571,06511689AA,184,1178,10243,189640,2026-05-18,,TRAVELERRECEIVED,,Shipped,30054
708572,06511689AA,800,674,5861,189640,2026-05-18,,TRAVELERRECEIVED,,Shipped,30082
708573,06511689AA,1581,1115,9696,189640,2026-05-18,,TRAVELERRECEIVED,,Shipped,29643
708576,06511689AA,827,1098,9548,189639,2026-05-18,,TRAVELERRECEIVED,,Shipped,30069
708577,06511689AA,388,1095,9522,189639,2026-05-18,,TRAVELERRECEIVED,,Shipped,30067
708578,06511689AA,27,990,8609,189639,2026-05-18,,TRAVELERRECEIVED,,Shipped,30069
708579,06511689AA,1032,1065,9261,189639,2026-05-18,,TRAVELERRECEIVED,,Shipped,30040
708588,0204788122-L,677,1200,50000,189816,2026-05-25,,6-142-18-A,,Shipped,30039
708589,382802-S440,402,1278,53250,189747,2026-05-21,,TRAVELERRECEIVED,,Shipped,30067
708592,L0668498AA02,1380,1068,117363,189747,2026-05-21,,TRAVELERRECEIVED,,Shipped,29632
708593,L0668498AA02,1442,1089,119670,189747,2026-05-21,,TRAVELERRECEIVED,,Shipped,29626
708594,L0668498AA02,285,1125,123626,189747,2026-05-21,,TRAVELERRECEIVED,,Shipped,30054
708595,L0668498AA02,574,1015,111538,189747,2026-05-21,,TRAVELERRECEIVED,,Shipped,30040
708596,W714729-S442,1599,1124,115876,190315,2026-06-09,,6-160-33-A,,Shipped,29738
708598,NU1136-01,261,902,8454,189760,2026-05-21,,6-141-31-A,,Shipped,30069
708599,NU1136-01,1015,811,7601,189760,2026-05-21,,6-141-31-B,,Shipped,30031
708600,NU1136-01,160,796,7460,189760,2026-05-21,,6-141-31-C,,Shipped,30037
708601,NU1136-01,1596,936,8772,189760,2026-05-21,,6-141-31-D,,Shipped,29611
708602,NU1136-01,1082,797,7470,189760,2026-05-21,,6-141-31-E,,Shipped,29611
708603,NU1136-01,1531,941,8819,189760,2026-05-21,,6-141-31-F,,Shipped,30069
708604,NU1136-01,1504,1229,11518,189760,2026-05-21,,6-141-31-G,,Shipped,30039
708606,11546367-MY-AK,954,1103,23720,189823,2026-05-25,,TRAVELERRECEIVED,,Shipped,30069
708607,11546367-MY-AK,852,1162,24989,189823,2026-05-25,,TRAVELERRECEIVED,,Shipped,30069
708608,11546367-MY-AK,823,1119,24065,189823,2026-05-25,,TRAVELERRECEIVED,,Shipped,30069
708609,11546367-MY-AK,73,1174,25247,189823,2026-05-25,,TRAVELERRECEIVED,,Shipped,30069
708610,11546367-MY-AK,693,1092,23484,189823,2026-05-25,,TRAVELERRECEIVED,,Shipped,29630
708611,11546367-MY-AK,1625,1179,25355,189823,2026-05-25,,TRAVELERRECEIVED,,Shipped,30059
708612,11546367-MY-AK,974,1177,25312,189823,2026-05-25,,TRAVELERRECEIVED,,Shipped,0
708613,11546367-MY-AK,166,1121,24108,189823,2026-05-25,,TRAVELERRECEIVED,,Shipped,29640
708614,11546367-MY-AK,1506,1085,23333,189823,2026-05-25,,TRAVELERRECEIVED,,Shipped,0
708615,11546367-MY-AK,576,1227,26387,189823,2026-05-25,,TRAVELERRECEIVED,,Shipped,0
708616,W20-1028-012,234,1033,32587,189795,2026-05-22,,,,Shipped,0
708617,W20-1028-012,966,1128,35584,189795,2026-05-22,,,,Shipped,30040
708618,W20-1028-012,784,1183,37319,189795,2026-05-22,,,,Shipped,29623
708619,W20-1028-012,1354,974,30726,189795,2026-05-22,,,,Shipped,29623
708620,W20-1028-012,70,1068,33691,189795,2026-05-22,,,,Shipped,30040
708621,W20-1028-012,1436,1094,34511,189795,2026-05-22,,,,Shipped,29623
708622,11549171-MY-AK,232,1085,9435,190020,2026-05-29,,TRAVELERRECEIVED,,Shipped,30049
708623,11549171-MY-AK,775,1152,10017,190020,2026-05-29,,TRAVELERRECEIVED,,Shipped,30054
708624,11549171-MY-AK,771,1083,9417,190020,2026-05-29,,TRAVELERRECEIVED,,Shipped,30067
708625,11549171-MY-AK,881,1177,10235,190020,2026-05-29,,TRAVELERRECEIVED,,Shipped,29662
708626,11549171-MY-AK,547,1135,9870,190020,2026-05-29,,TRAVELERRECEIVED,,Shipped,29659
708627,11549171-MY-AK,740,1117,9713,190020,2026-05-29,,TRAVELERRECEIVED,,Shipped,30054
708628,06105102AA,KIB,1736,40000,189640,2026-05-18,,TRAVELERRECEIVED,,Shipped,30067
708629,06105102AA,KIB,1736,40000,189640,2026-05-18,,SPLIT FROM TR#708628,,Shipped,30057
708630,06105102AA,KIB,1736,40000,189699,2026-05-20,,TRAVELERRECEIVED,,Shipped,30057
708631,06105102AA,KIB,1736,40000,189699,2026-05-20,,SPLIT FROM TR#708630,,Shipped,30065
708632,06105102AA,KIB,1736,40000,189699,2026-05-20,,TRAVELERRECEIVED,,Shipped,30057
708633,06105102AA,KIB,1736,40000,189699,2026-05-20,,SPLIT FROM TR#708632,,Shipped,30067
708634,06105102AA,KIB,1736,40000,189640,2026-05-18,,TRAVELERRECEIVED,,Shipped,30082
708635,06105102AA,KIB,1736,40000,189640,2026-05-18,,SPLIT FROM TR#708634,,Shipped,30030
708636,06105102AA,KIB,1736,40000,189640,2026-05-18,,TRAVELERRECEIVED,,Shipped,29604
708637,06105102AA,KIB,1736,40000,189640,2026-05-18,,SPLIT FROM TR#708636,,Shipped,29597
708638,11549168-CA-IN,1398,1126,42000,193793,2026-09-04,,TRAVELERRECEIVED,,0,0
708639,11549168-CA-IN,1779,992,37000,193263,2026-08-19,,TRAVELERRECEIVED,SPECIAL SORT,0,0
708640,11549168-CA-IN,192,1233,46000,193793,2026-09-04,,TRAVELERRECEIVED,,0,0
708641,11549168-CA-IN,637,1126,42000,192613,2026-07-27,,TRAVELERRECEIVED,,Shipped,30040
708643,06512686AA,684,463,15081,189724,2026-05-20,,6-139-33-A,,Shipped,30037
708644,06512686AA,1630,822,26775,189724,2026-05-20,,6-139-33-B,,Shipped,30044
708645,11546463-IN-PN,761,209,3000,189639,2026-05-18,,TRAVELERRECEIVED,,Shipped,30039
708651,40073474,678,712,4779,189639,2026-05-18,,TRAVELERRECEIVED,,Shipped,30040
708652,40073474,754,751,5040,189639,2026-05-18,,TRAVELERRECEIVED,,Shipped,29618
708653,11547090,1627,956,24831,189640,2026-05-18,,TRAVELERRECEIVED,,Shipped,30040
708654,11547090,365,853,22156,189640,2026-05-18,,TRAVELERRECEIVED,,Shipped,30040
708655,11602326,923,1131,4720,189607,2026-05-15,,TRAVELERRECEIVED,,Shipped,30049
708656,11602326,1078,964,4023,189607,2026-05-15,,TRAVELERRECEIVED,,Shipped,30049
708657,11602326,268,1125,4695,189607,2026-05-15,,TRAVELERRECEIVED,,Shipped,29588
708658,11602326,709,961,4011,189607,2026-05-15,,TRAVELERRECEIVED,,Shipped,30057
708659,11602326,838,1123,4687,189607,2026-05-15,,TRAVELERRECEIVED,,Shipped,29588
708660,11602326,90,985,4111,189607,2026-05-15,,TRAVELERRECEIVED,,Shipped,30040
708671,W520101-S450,1100,1039,118068,189760,2026-05-21,,6-141-34-A,,Shipped,29655
708672,W520101-S450,190,1097,124659,189760,2026-05-21,,6-141-34-B,,Shipped,29632
708673,W520101-S450,1098,1089,123750,189760,2026-05-21,,6-141-35-A,,Shipped,29623
708674,W520101-S450,1546,1071,121705,189760,2026-05-21,,6-141-35-B,,Shipped,30054
708675,W520101-S437,1048,1128,128182,189760,2026-05-21,,6-141-37-A,,Shipped,29651
708676,W520101-S437,700,1012,115000,189760,2026-05-21,,6-141-37-B,,Shipped,29624
708677,11562515,1109,712,41637,190152,2026-06-03,,6-154-21-A,,Shipped,30044
708678,11562515,398,807,47193,190152,2026-06-03,,6-154-21-B,,Shipped,30031
708679,11602659,436,734,13014,190270,2026-06-08,,6-159-42-A,,Shipped,30031
708681,11546377,224,1019,66169,189640,2026-05-18,,TRAVELERRECEIVED,,Shipped,29607
708682,W520413-S450,725,1062,68961,189760,2026-05-21,,6-141-28-A,,Shipped,29624
708683,11547059,1423,963,21165,189648,2026-05-18,,6-138-29-A,,Shipped,29594
708684,11547059,62,1082,23780,189648,2026-05-18,,6-138-29-B,,Shipped,30040
708685,11547059,227,1018,22374,189648,2026-05-18,,6-138-29-C,,Shipped,30040
708686,11547059,341,1019,22396,189648,2026-05-18,,6-138-29-D,,Shipped,30040
708687,11547059,393,1011,22220,189648,2026-05-18,,6-138-29-E,,Shipped,29592
708688,11547059,1719,1015,22308,189648,2026-05-18,,6-138-29-F,,Shipped,29604
708689,94012078,859,632,2070,189682,2026-05-19,,6-139-13-A,,Shipped,30082
708690,94012078,17,874,2863,189682,2026-05-19,,6-139-13-B,,Shipped,30072
708691,94012078,1384,590,1933,189682,2026-05-19,,6-139-13-C,,Shipped,29597
708692,94012078,883,706,2312,189682,2026-05-19,,6-139-13-D,,Shipped,29597
708693,94012078,798,877,2873,190033,2026-05-29,,6-149-16-A,,Shipped,30037
708694,94012078,1699,653,2139,190007,2026-05-29,,INFASCO,,Shipped,30044
708695,94012078,1712,911,2984,190033,2026-05-29,,6-149-16-C,,Shipped,29651
708696,94012078,124,592,1939,190007,2026-05-29,,INFASCO,,Shipped,29684
708697,94012078,419,693,2270,190007,2026-05-29,,INFASCO,,Shipped,29659
708698,94012078,1633,822,2692,190007,2026-05-29,,INFASCO,,Shipped,30054
708699,11602326,397,982,4098,189747,2026-05-21,,TRAVELERRECEIVED,,Shipped,30054
708700,11602326,343,1136,4741,189747,2026-05-21,,TRAVELERRECEIVED,,Shipped,29645
708701,11602326,349,1021,4261,189556,2026-05-14,,TRAVELERRECEIVED,,Shipped,30074
708702,11602326,1432,1078,4499,189556,2026-05-14,,TRAVELERRECEIVED,,Shipped,30054
708703,11546377,504,1131,73442,189640,2026-05-18,,TRAVELERRECEIVED,,Shipped,30039
708704,11546377,205,969,62922,189640,2026-05-18,,TRAVELERRECEIVED,,Shipped,30054
708707,06510997AA,1364,721,2403,189928,2026-05-27,,TRAVELERRECEIVED,,Shipped,30092
708708,06510997AA,1448,641,2137,189928,2026-05-27,,TRAVELERRECEIVED,,Shipped,30092
708710,06514113AA,722,1145,81206,189639,2026-05-18,,TRAVELERRECEIVED,,Shipped,29604
708711,NU5108-00,1599,1280,74000,189648,2026-05-18,,6-138-38-A,,Shipped,29667
708712,NU5108-00,509,1159,67000,189648,2026-05-18,,6-138-38-B,,Shipped,30044
708713,NU5108-00,878,1125,65000,189648,2026-05-18,,6-138-31-A,,Shipped,29703
708714,NU5108-00,628,1125,65000,189648,2026-05-18,,6-138-31-B,,Shipped,29667
708715,NU5108-00,1371,1246,72000,189648,2026-05-18,,6-138-35-A,,Shipped,29611
708716,NU5108-00,1679,1142,66000,189648,2026-05-18,,6-138-35-B,,Shipped,29703
708717,06102612AA,749,943,57152,189708,2026-05-20,,TRAVELERRECEIVED,,Shipped,30037
708718,06102612AA,873,1154,69939,189708,2026-05-20,,TRAVELERRECEIVED,,Shipped,30042
708719,11546448,676,989,109889,189774,2026-05-22,,TRAVELERRECEIVED,,Shipped,30042
708720,11546448,1375,780,86667,189774,2026-05-22,,TRAVELERRECEIVED,,Shipped,30044
708721,C51017,123,1038,29322,189699,2026-05-20,,TRAVELERRECEIVED,,Shipped,30059
708722,C51017,1387,1083,30593,189699,2026-05-20,,TRAVELERRECEIVED,,Shipped,30080
708723,82244,381,1207,24237,189639,2026-05-18,,TRAVELERRECEIVED,,Shipped,30049
708724,82244,1680,1015,20382,189639,2026-05-18,,TRAVELERRECEIVED,,Shipped,29624
708729,11547369,313,1295,10702,190052,2026-06-01,,TRAVELERRECEIVED,,Shipped,30049
708731,11547369,1676,1292,10678,190052,2026-06-01,,TRAVELERRECEIVED,,Shipped,30049
708732,11547369,1554,1317,10884,190052,2026-06-01,,TRAVELERRECEIVED,,Shipped,30074
708733,11602659,686,678,12021,190270,2026-06-08,,6-159-42-B,,Shipped,30074
708734,11549168-CA-IN,435,1126,42000,191126,2026-07-08,,TRAVELERRECEIVED,,Shipped,30074
708736,11549168-CA-IN,9,804,30000,192845,2026-08-04,,TRAVELERRECEIVED,,Shipped,30049
708737,11549168-CA-IN,1301,992,37000,192613,2026-07-27,,TRAVELERRECEIVED,,Shipped,30074
708738,11549168-CA-IN,62,1233,46000,191126,2026-07-08,,TRAVELERRECEIVED,,Shipped,30074
708740,W705606-S440,KIB,1936,40000,189495,2026-05-12,,6-132-18-A,,Shipped,30042
708741,W705606-S440,KIB,1936,40000,189495,2026-05-12,,SPLIT FROM TR#708740,,Shipped,30067
708742,W705606-S440,KIB,1936,40000,189495,2026-05-12,,6-132-18-C,,Shipped,30042
708743,W705606-S440,KIB,1936,40000,189495,2026-05-12,,SPLIT FROM TR#708742,,Shipped,29570
708744,W520203-S440,KIB,237,7940,189495,2026-05-12,,6-132-19-A,,Shipped,29574
708745,W520203-S440,KIB,237,7940,189495,2026-05-12,,SPLIT FROM TR#708744,,Shipped,30042
708746,W520203-S440,KIB,1794,60000,189495,2026-05-12,,6-132-19-C,,Shipped,30042
708747,W520203-S440,KIB,1794,60000,189495,2026-05-12,,SPLIT FROM TR#708746,,Shipped,30042
708755,11547369,941,1375,11364,190080,2026-06-01,,TRAVELERRECEIVED,,Shipped,29653
708756,11547369,352,968,8000,190080,2026-06-01,,TRAVELERRECEIVED,,Shipped,30069
708758,NU5108-00,300,1142,66000,189943,2026-05-27,,6-145-41-A,,Shipped,30069
708759,NU5108-00,140,1246,72000,189648,2026-05-18,,6-138-32-A,,Shipped,30042
708760,NU5108-00,159,1125,65000,189648,2026-05-18,,6-138-35-C,,Shipped,29611
708762,NU5108-00,475,1180,68208,189648,2026-05-18,,6-138-32-B,,Shipped,30049
708763,NU5108-00,1446,1246,72000,189648,2026-05-18,,6-138-32-C,,Shipped,29611
708766,06505246AA,1025,849,28300,189640,2026-05-18,,TRAVELERRECEIVED,,Shipped,30049
708767,06505246AA,42,981,32700,189640,2026-05-18,,TRAVELERRECEIVED,,Shipped,30069
708812,11546449,950,1045,88559,189823,2026-05-25,,TRAVELERRECEIVED,,Shipped,29643
708813,11546449,936,1024,86780,189823,2026-05-25,,TRAVELERRECEIVED,,Shipped,30039
708814,11546449,1394,995,84322,189823,2026-05-25,,TRAVELERRECEIVED,,Shipped,30044
708815,11546449,1512,1080,91525,189823,2026-05-25,,TRAVELERRECEIVED,,Shipped,29645
708816,11546449,1672,947,80254,189823,2026-05-25,,TRAVELERRECEIVED,,Shipped,30044
708817,11546449,1716,1095,92797,189823,2026-05-25,,TRAVELERRECEIVED,,Shipped,29626
